shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,currency_code
SHP002362,ORD102362,CUST8911,2026-07-03,Bengaluru_WH03,Delhi,Bengaluru,Ecom Express,Bike,36.1,1834,3814.4,Cancelled,INR
SHP002363,ORD102363,CUST1992,2026-07-03,Chennai_WH05,Ahmedabad,Delhi,Delhivery,Bike,24.34,2221,4369.88,In Transit,INR
SHP002364,ORD102364,CUST1513,2026-07-03,Bengaluru_WH03,Ahmedabad,Pune,Delhivery,Truck,15.59,2215,4254.08,Delivered,INR
SHP002365,ORD102365,CUST9252,2026-07-03,Hyderabad_WH04,Jaipur,Mumbai,DHL,Mini Truck,18.89,691,1550.48,Delivered,INR
SHP002366,ORD102366,CUST1358,2026-07-03,Bengaluru_WH03,Bengaluru,Jaipur,Ecom Express,Mini Truck,30.49,1958,3970.28,In Transit,INR
SHP002367,ORD102367,CUST8443,2026-07-03,Chennai_WH05,Hyderabad,Pune,Delhivery,Mini Truck,2.87,576,1151.24,Delivered,INR
SHP002368,ORD102368,CUST6662,2026-07-03,Mumbai_WH02,Chennai,Delhi,FedEx,Mini Truck,10.38,2207,4177.16,In Transit,INR
SHP002369,ORD102369,CUST5798,2026-07-03,Bengaluru_WH03,Hyderabad,Ahmedabad,FedEx,Mini Truck,29.47,2126,4260.44,Returned,INR
SHP002370,ORD102370,CUST1463,2026-07-03,Delhi_WH01,Lucknow,Mumbai,Ecom Express,Bike,46.43,835,2140.16,Delivered,INR
SHP002371,ORD102371,CUST4487,2026-07-03,Delhi_WH01,Mumbai,Ahmedabad,Ecom Express,Truck,49.42,1407,3205.64,In Transit,INR
SHP002372,ORD102372,CUST5062,2026-07-03,Delhi_WH01,Pune,Lucknow,FedEx,Truck,4.09,653,1304.48,In Transit,INR
SHP002373,ORD102373,CUST7926,2026-07-03,Hyderabad_WH04,Chennai,Lucknow,FedEx,Mini Truck,16.09,450,1083.08,Delivered,INR
SHP002374,ORD102374,CUST2888,2026-07-03,Chennai_WH05,Bengaluru,Mumbai,DHL,Bike,24.57,2376,4651.64,Delivered,INR
SHP002375,ORD102375,CUST2606,2026-07-03,Bengaluru_WH03,Hyderabad,Jaipur,Blue Dart,Truck,47.33,2161,4537.76,In Transit,INR
SHP002376,ORD102376,CUST2832,2026-07-03,Mumbai_WH02,Kolkata,Pune,DHL,Bike,45.83,2059,4336.16,Delivered,INR
SHP002377,ORD102377,CUST9838,2026-07-03,Chennai_WH05,Bengaluru,Kolkata,Delhivery,Bike,9.8,418,950.0,In Transit,INR
SHP002378,ORD102378,CUST4416,2026-07-03,Delhi_WH01,Lucknow,Chennai,DHL,Truck,41.04,1390,3074.48,Delivered,INR
SHP002379,ORD102379,CUST7392,2026-07-03,Bengaluru_WH03,Mumbai,Delhi,Blue Dart,Van,36.67,852,2053.64,In Transit,INR
SHP002380,ORD102380,CUST7165,2026-07-03,Hyderabad_WH04,Kolkata,Delhi,Blue Dart,Van,37.26,337,1133.72,Delivered,INR
SHP002381,ORD102381,CUST2545,2026-07-03,Mumbai_WH02,Hyderabad,Lucknow,Ecom Express,Truck,46.76,1411,3180.92,Delivered,INR
SHP002382,ORD102382,CUST9954,2026-07-03,Mumbai_WH02,Jaipur,Delhi,Delhivery,Bike,23.26,2413,4702.52,Delivered,INR
SHP002383,ORD102383,CUST7691,2026-07-03,Delhi_WH01,Jaipur,Delhi,FedEx,Van,34.78,142,752.96,Delivered,INR
SHP002384,ORD102384,CUST3047,2026-07-03,Hyderabad_WH04,Chennai,Ahmedabad,FedEx,Truck,33.12,1867,3838.04,Delivered,INR
SHP002385,ORD102385,CUST9727,2026-07-03,Chennai_WH05,Lucknow,Kolkata,Blue Dart,Van,25.14,1766,3560.48,Delivered,INR
SHP002386,ORD102386,CUST3258,2026-07-03,Bengaluru_WH03,Mumbai,Ahmedabad,Ecom Express,Bike,14.23,1746,3393.56,Delivered,INR
SHP002387,ORD102387,CUST8108,2026-07-03,Bengaluru_WH03,Jaipur,Kolkata,DHL,Bike,17.76,765,1670.12,In Transit,INR
SHP002388,ORD102388,CUST1000,2026-07-03,Mumbai_WH02,Hyderabad,Kolkata,FedEx,Van,20.42,951,2036.84,Delivered,INR
SHP002389,ORD102389,CUST3094,2026-07-03,Delhi_WH01,Bengaluru,Chennai,Delhivery,Mini Truck,47.22,1981,4212.44,Delivered,INR
SHP002390,ORD102390,CUST6674,2026-07-03,Delhi_WH01,Kolkata,Jaipur,Ecom Express,Mini Truck,10.72,2358,4453.04,Delivered,INR
SHP002391,ORD102391,CUST1047,2026-07-03,Hyderabad_WH04,Mumbai,Lucknow,FedEx,Mini Truck,44.86,230,1032.32,Delivered,INR
SHP002392,ORD102392,CUST2497,2026-07-03,Bengaluru_WH03,Bengaluru,Kolkata,Ecom Express,Bike,3.5,1731,3237.8,Delayed,INR
SHP002393,ORD102393,CUST6303,2026-07-03,Bengaluru_WH03,Kolkata,Lucknow,DHL,Bike,7.28,249,615.56,Delivered,INR
SHP002394,ORD102394,CUST9294,2026-07-03,Chennai_WH05,Lucknow,Hyderabad,Delhivery,Truck,17.73,108,487.16,Delivered,INR
SHP002395,ORD102395,CUST1277,2026-07-03,Bengaluru_WH03,Hyderabad,Jaipur,Ecom Express,Bike,7.13,1520,2901.56,Delivered,INR
SHP002396,ORD102396,CUST3476,2026-07-03,Hyderabad_WH04,Delhi,Lucknow,FedEx,Truck,21.97,1953,3859.04,Delivered,INR
SHP002397,ORD102397,CUST9600,2026-07-03,Bengaluru_WH03,Kolkata,Jaipur,Blue Dart,Van,9.01,2178,4108.52,Delivered,INR
SHP002398,ORD102398,CUST9181,2026-07-03,Delhi_WH01,Bengaluru,Hyderabad,Delhivery,Mini Truck,26.59,723,1700.48,Delivered,INR
SHP002399,ORD102399,CUST4575,2026-07-03,Delhi_WH01,Pune,Kolkata,FedEx,Truck,17.79,1152,2367.08,Delivered,INR
SHP002400,ORD102400,CUST5974,2026-07-03,Mumbai_WH02,Bengaluru,Pune,DHL,Bike,5.82,2134,3991.04,Delivered,INR
SHP002401,ORD102401,CUST9378,2026-07-03,Hyderabad_WH04,Lucknow,Pune,DHL,Truck,5.93,456,971.96,Cancelled,INR
SHP002402,ORD102402,CUST1962,2026-07-03,Hyderabad_WH04,Pune,Ahmedabad,FedEx,Truck,48.09,1426,3223.88,In Transit,INR
SHP002403,ORD102403,CUST8306,2026-07-03,Hyderabad_WH04,Lucknow,Jaipur,FedEx,Bike,4.84,1564,2953.28,In Transit,INR
SHP002404,ORD102404,CUST7497,2026-07-03,Hyderabad_WH04,Bengaluru,Pune,Delhivery,Mini Truck,34.47,2080,4237.64,Delivered,INR
SHP002405,ORD102405,CUST5439,2026-07-03,Hyderabad_WH04,Lucknow,Delhi,Blue Dart,Truck,25.97,1068,2314.04,In Transit,INR
SHP002406,ORD102406,CUST7043,2026-07-03,Hyderabad_WH04,Ahmedabad,Jaipur,FedEx,Van,40.7,618,1680.8,Delivered,INR
SHP002407,ORD102407,CUST2806,2026-07-03,Delhi_WH01,Hyderabad,Kolkata,Delhivery,Mini Truck,15.91,969,2015.12,Delivered,INR
SHP002408,ORD102408,CUST7008,2026-07-03,Delhi_WH01,Lucknow,Jaipur,FedEx,Bike,29.19,552,1423.88,Delivered,INR
SHP002409,ORD102409,CUST9595,2026-07-03,Bengaluru_WH03,Jaipur,Bengaluru,DHL,Van,15.39,303,810.08,In Transit,INR
SHP002410,ORD102410,CUST4275,2026-07-03,Hyderabad_WH04,Kolkata,Pune,DHL,Truck,48.63,753,2018.96,Delivered,INR
SHP002411,ORD102411,CUST5311,2026-07-03,Bengaluru_WH03,Pune,Bengaluru,Ecom Express,Bike,26.48,1166,2496.56,Delivered,INR
SHP002412,ORD102412,CUST1886,2026-07-03,Chennai_WH05,Pune,Kolkata,Blue Dart,Bike,18.51,993,2089.52,Delivered,INR
SHP002413,ORD102413,CUST2546,2026-07-03,Chennai_WH05,Pune,Lucknow,Ecom Express,Truck,7.26,1978,3727.52,In Transit,INR
SHP002414,ORD102414,CUST2756,2026-07-03,Bengaluru_WH03,Hyderabad,Ahmedabad,Blue Dart,Van,46.78,830,2135.36,Delivered,INR
SHP002415,ORD102415,CUST1324,2026-07-03,Delhi_WH01,Chennai,Mumbai,Blue Dart,Mini Truck,4.87,2135,3981.44,Cancelled,INR
SHP002416,ORD102416,CUST8999,2026-07-03,Mumbai_WH02,Kolkata,Delhi,DHL,Bike,40.02,638,1708.64,Delivered,INR
SHP002417,ORD102417,CUST8185,2026-07-03,Chennai_WH05,Jaipur,Lucknow,Blue Dart,Van,30.78,1539,3219.56,Delivered,INR
SHP002418,ORD102418,CUST4543,2026-07-03,Hyderabad_WH04,Kolkata,Bengaluru,FedEx,Truck,37.58,2452,4944.56,Delivered,INR
SHP002419,ORD102419,CUST8401,2026-07-03,Bengaluru_WH03,Kolkata,Ahmedabad,FedEx,Truck,44.85,904,2245.4,In Transit,INR
SHP002420,ORD102420,CUST3098,2026-07-03,Mumbai_WH02,Delhi,Ahmedabad,Delhivery,Bike,9.91,2401,4520.72,Delivered,INR
SHP002421,ORD102421,CUST2893,2026-07-03,Hyderabad_WH04,Hyderabad,Pune,Delhivery,Mini Truck,3.07,786,1531.64,Delivered,INR
SHP002422,ORD102422,CUST8034,2026-07-03,Delhi_WH01,Pune,Mumbai,DHL,Truck,29.81,747,1782.32,Delivered,INR
SHP002423,ORD102423,CUST4601,2026-07-03,Hyderabad_WH04,Kolkata,Ahmedabad,Ecom Express,Van,33.92,1764,3662.24,Delivered,INR
SHP002424,ORD102424,CUST2162,2026-07-03,Bengaluru_WH03,Pune,Ahmedabad,Blue Dart,Van,39.3,1602,3435.2,Delivered,INR
SHP002425,ORD102425,CUST7839,2026-07-03,Hyderabad_WH04,Hyderabad,Jaipur,FedEx,Van,33.54,299,1020.68,Delayed,INR
SHP002426,ORD102426,CUST1800,2026-07-03,Chennai_WH05,Bengaluru,Kolkata,FedEx,Bike,25.71,671,1596.32,Delayed,INR
SHP002427,ORD102427,CUST2828,2026-07-03,Bengaluru_WH03,Pune,Lucknow,FedEx,Van,9.55,1233,2414.0,Delivered,INR
SHP002428,ORD102428,CUST6160,2026-07-03,Bengaluru_WH03,Jaipur,Bengaluru,DHL,Van,38.77,2420,4901.24,Delivered,INR
SHP002429,ORD102429,CUST9986,2026-07-03,Chennai_WH05,Jaipur,Ahmedabad,DHL,Mini Truck,12.69,527,1180.88,Delayed,INR
SHP002430,ORD102430,CUST6966,2026-07-03,Chennai_WH05,Bengaluru,Hyderabad,Delhivery,Bike,14.56,2179,4176.92,Delayed,INR
SHP002431,ORD102431,CUST6608,2026-07-03,Bengaluru_WH03,Lucknow,Bengaluru,Ecom Express,Bike,1.43,1357,2539.76,Delivered,INR
SHP002432,ORD102432,CUST7399,2026-07-03,Chennai_WH05,Delhi,Ahmedabad,FedEx,Bike,40.84,1364,3025.28,Delivered,INR
SHP002433,ORD102433,CUST6313,2026-07-03,Bengaluru_WH03,Jaipur,Pune,DHL,Bike,27.6,817,1881.8,In Transit,INR
SHP002434,ORD102434,CUST2827,2026-07-03,Hyderabad_WH04,Ahmedabad,Mumbai,FedEx,Bike,37.1,163,818.6,Returned,INR
SHP002435,ORD102435,CUST6869,2026-07-03,Chennai_WH05,Jaipur,Lucknow,Blue Dart,Bike,10.34,753,1559.48,Returned,INR
SHP002436,ORD102436,CUST7069,2026-07-03,Mumbai_WH02,Ahmedabad,Pune,FedEx,Van,15.67,445,1069.04,Delivered,INR
SHP002437,ORD102437,CUST8800,2026-07-03,Chennai_WH05,Pune,Jaipur,DHL,Van,8.4,1404,2708.0,Delivered,INR
SHP002438,ORD102438,CUST2948,2026-07-03,Mumbai_WH02,Hyderabad,Lucknow,Ecom Express,Bike,11.72,1039,2090.84,In Transit,INR
SHP002439,ORD102439,CUST4114,2026-07-03,Bengaluru_WH03,Hyderabad,Delhi,DHL,Truck,20.96,176,648.32,In Transit,INR
SHP002440,ORD102440,CUST7592,2026-07-03,Hyderabad_WH04,Lucknow,Delhi,Delhivery,Truck,49.22,1239,2900.84,Delivered,INR
SHP002441,ORD102441,CUST1212,2026-07-03,Bengaluru_WH03,Mumbai,Bengaluru,Blue Dart,Truck,48.09,1403,3182.48,Delivered,INR
SHP002442,ORD102442,CUST4725,2026-07-03,Mumbai_WH02,Ahmedabad,Lucknow,Ecom Express,Van,34.64,770,1881.68,Delivered,INR
SHP002443,ORD102443,CUST5157,2026-07-03,Mumbai_WH02,Lucknow,Delhi,DHL,Mini Truck,41.98,816,2052.56,Delivered,INR
SHP002444,ORD102444,CUST7895,2026-07-03,Mumbai_WH02,Hyderabad,Pune,DHL,Bike,13.86,783,1655.72,In Transit,INR
SHP002445,ORD102445,CUST4885,2026-07-03,Bengaluru_WH03,Jaipur,Chennai,Blue Dart,Van,0.74,668,1291.28,Delivered,INR
SHP002446,ORD102446,CUST7531,2026-07-03,Chennai_WH05,Chennai,Ahmedabad,FedEx,Van,40.9,2488,5049.2,In Transit,INR
SHP002447,ORD102447,CUST1441,2026-07-03,Bengaluru_WH03,Ahmedabad,Delhi,FedEx,Truck,28.4,1708,3495.2,Delivered,INR
SHP002448,ORD102448,CUST6485,2026-07-03,Delhi_WH01,Jaipur,Chennai,Blue Dart,Bike,4.69,1687,3172.88,Delivered,INR
SHP002449,ORD102449,CUST3241,2026-07-03,Chennai_WH05,Bengaluru,Kolkata,FedEx,Bike,37.84,511,1453.88,In Transit,INR
SHP002450,ORD102450,CUST9064,2026-07-03,Mumbai_WH02,Lucknow,Jaipur,FedEx,Mini Truck,18.42,2034,3962.24,Delayed,INR
SHP002451,ORD102451,CUST6550,2026-07-03,Hyderabad_WH04,Ahmedabad,Mumbai,Delhivery,Van,4.59,153,410.48,In Transit,INR
SHP002452,ORD102452,CUST1619,2026-07-03,Hyderabad_WH04,Lucknow,Ahmedabad,FedEx,Van,20.7,338,936.8,Delivered,INR
SHP002453,ORD102453,CUST7621,2026-07-03,Bengaluru_WH03,Mumbai,Jaipur,FedEx,Bike,18.31,2208,4274.12,Delivered,INR
SHP002454,ORD102454,CUST3922,2026-07-03,Hyderabad_WH04,Mumbai,Hyderabad,DHL,Mini Truck,13.97,1733,3367.04,Delivered,INR
SHP002455,ORD102455,CUST5053,2026-07-03,Bengaluru_WH03,Lucknow,Ahmedabad,Ecom Express,Truck,40.18,445,1363.16,In Transit,INR
SHP002456,ORD102456,CUST8078,2026-07-03,Mumbai_WH02,Bengaluru,Lucknow,DHL,Mini Truck,5.22,1434,2723.84,Delivered,INR
SHP002457,ORD102457,CUST6159,2026-07-03,Hyderabad_WH04,Jaipur,Lucknow,DHL,Truck,3.81,1243,2363.12,Delivered,INR
SHP002458,ORD102458,CUST3286,2026-07-03,Bengaluru_WH03,Hyderabad,Mumbai,Ecom Express,Truck,45.36,1811,3884.12,Delayed,INR
SHP002459,ORD102459,CUST3265,2026-07-03,Delhi_WH01,Hyderabad,Chennai,Blue Dart,Mini Truck,21.91,378,1023.32,In Transit,INR
SHP002460,ORD102460,CUST8990,2026-07-03,Delhi_WH01,Ahmedabad,Jaipur,Ecom Express,Mini Truck,2.38,1456,2729.36,Delivered,INR
SHP002461,ORD102461,CUST8199,2026-07-03,Bengaluru_WH03,Bengaluru,Mumbai,FedEx,Bike,3.51,1855,3461.12,Delivered,INR
SHP002462,ORD102462,CUST4232,2026-07-03,Hyderabad_WH04,Ahmedabad,Bengaluru,Blue Dart,Bike,48.72,832,2162.24,Delivered,INR
SHP002463,ORD102463,CUST6398,2026-07-03,Chennai_WH05,Lucknow,Ahmedabad,Delhivery,Van,30.61,604,1534.52,Returned,INR
SHP002464,ORD102464,CUST8461,2026-07-03,Mumbai_WH02,Hyderabad,Jaipur,Ecom Express,Van,36.96,1033,2382.92,Delivered,INR
SHP002465,ORD102465,CUST6852,2026-07-03,Bengaluru_WH03,Lucknow,Kolkata,Blue Dart,Van,39.3,1321,2929.4,Delivered,INR
SHP002466,ORD102466,CUST1152,2026-07-03,Hyderabad_WH04,Pune,Chennai,Blue Dart,Van,23.05,97,531.2,Delivered,INR
SHP002467,ORD102467,CUST8568,2026-07-03,Bengaluru_WH03,Hyderabad,Chennai,Delhivery,Bike,28.24,620,1534.88,Delivered,INR
SHP002468,ORD102468,CUST7290,2026-07-03,Hyderabad_WH04,Kolkata,Chennai,Blue Dart,Bike,5.82,2177,4068.44,In Transit,INR
SHP002469,ORD102469,CUST9416,2026-07-03,Bengaluru_WH03,Pune,Bengaluru,FedEx,Truck,11.88,1408,2756.96,Delivered,INR
SHP002470,ORD102470,CUST8624,2026-07-03,Chennai_WH05,Bengaluru,Mumbai,Ecom Express,Truck,42.35,890,2190.2,Delivered,INR
SHP002471,ORD102471,CUST2854,2026-07-03,Delhi_WH01,Mumbai,Jaipur,Blue Dart,Mini Truck,35.23,2163,4396.16,Delivered,INR
SHP002472,ORD102472,CUST8739,2026-07-03,Chennai_WH05,Kolkata,Delhi,Blue Dart,Bike,2.46,1629,3041.72,In Transit,INR
SHP002473,ORD102473,CUST3509,2026-07-03,Hyderabad_WH04,Delhi,Lucknow,Delhivery,Bike,11.51,2128,4048.52,Delivered,INR
SHP002474,ORD102474,CUST8890,2026-07-03,Delhi_WH01,Lucknow,Jaipur,FedEx,Van,12.34,461,1057.88,Delivered,INR
SHP002475,ORD102475,CUST6127,2026-07-03,Bengaluru_WH03,Chennai,Bengaluru,Delhivery,Bike,44.32,298,1148.24,Cancelled,INR
SHP002476,ORD102476,CUST5750,2026-07-03,Bengaluru_WH03,Jaipur,Bengaluru,Blue Dart,Truck,48.76,2228,4675.52,Delivered,INR
SHP002477,ORD102477,CUST2997,2026-07-03,Bengaluru_WH03,Chennai,Pune,Delhivery,Truck,18.33,1815,3566.96,Delivered,INR
SHP002478,ORD102478,CUST1163,2026-07-03,Delhi_WH01,Delhi,Kolkata,Ecom Express,Van,29.2,2002,4034.0,Delivered,INR
SHP002479,ORD102479,CUST6242,2026-07-03,Chennai_WH05,Lucknow,Bengaluru,Delhivery,Bike,18.03,1946,3799.16,Delivered,INR
SHP002480,ORD102480,CUST7764,2026-07-03,Delhi_WH01,Lucknow,Jaipur,DHL,Bike,47.9,2177,4573.4,Cancelled,INR
SHP002481,ORD102481,CUST7752,2026-07-03,Hyderabad_WH04,Mumbai,Kolkata,Delhivery,Mini Truck,15.57,2142,4122.44,Delivered,INR
SHP002482,ORD102482,CUST7670,2026-07-03,Bengaluru_WH03,Hyderabad,Chennai,Delhivery,Bike,13.95,2280,4351.4,Delivered,INR
SHP002483,ORD102483,CUST2728,2026-07-03,Delhi_WH01,Lucknow,Jaipur,Delhivery,Mini Truck,21.63,913,1982.96,Delivered,INR
SHP002484,ORD102484,CUST7807,2026-07-03,Hyderabad_WH04,Jaipur,Kolkata,FedEx,Van,18.6,1238,2531.6,Delivered,INR
SHP002485,ORD102485,CUST3985,2026-07-03,Delhi_WH01,Bengaluru,Mumbai,Blue Dart,Mini Truck,47.7,1320,3028.4,Delivered,INR
SHP002486,ORD102486,CUST4836,2026-07-03,Bengaluru_WH03,Ahmedabad,Pune,Delhivery,Van,41.03,959,2298.56,Delivered,INR
SHP002487,ORD102487,CUST3365,2026-07-03,Mumbai_WH02,Chennai,Hyderabad,DHL,Truck,5.79,1647,3114.08,Delivered,INR
SHP002488,ORD102488,CUST1714,2026-07-03,Bengaluru_WH03,Delhi,Bengaluru,DHL,Truck,42.82,1444,3193.04,Delivered,INR
SHP002489,ORD102489,CUST9713,2026-07-03,Delhi_WH01,Pune,Mumbai,Ecom Express,Mini Truck,28.14,2075,4152.68,Delivered,INR
SHP002490,ORD102490,CUST2362,2026-07-03,Hyderabad_WH04,Lucknow,Delhi,Ecom Express,Truck,32.64,1255,2730.68,Delivered,INR
SHP002491,ORD102491,CUST4452,2026-07-03,Chennai_WH05,Kolkata,Bengaluru,Ecom Express,Mini Truck,7.21,2053,3861.92,In Transit,INR
SHP002492,ORD102492,CUST7530,2026-07-03,Mumbai_WH02,Delhi,Kolkata,DHL,Bike,20.7,411,1068.2,In Transit,INR
SHP002493,ORD102493,CUST4516,2026-07-03,Delhi_WH01,Ahmedabad,Pune,Blue Dart,Bike,22.99,2452,4769.48,Delayed,INR
SHP002494,ORD102494,CUST2942,2026-07-03,Chennai_WH05,Pune,Jaipur,DHL,Mini Truck,35.07,604,1588.04,Delivered,INR
SHP002495,ORD102495,CUST6197,2026-07-03,Delhi_WH01,Chennai,Mumbai,Ecom Express,Mini Truck,39.98,2012,4181.36,In Transit,INR
SHP002496,ORD102496,CUST3591,2026-07-03,Hyderabad_WH04,Bengaluru,Kolkata,Delhivery,Mini Truck,23.5,806,1812.8,Delayed,INR
SHP002497,ORD102497,CUST1148,2026-07-03,Delhi_WH01,Hyderabad,Mumbai,FedEx,Bike,39.73,1220,2752.76,In Transit,INR
SHP002498,ORD102498,CUST6044,2026-07-03,Delhi_WH01,Ahmedabad,Delhi,Blue Dart,Truck,43.1,178,917.6,Delivered,INR
SHP002499,ORD102499,CUST2203,2026-07-03,Bengaluru_WH03,Hyderabad,Ahmedabad,Delhivery,Mini Truck,17.43,549,1277.36,Delayed,INR
SHP002500,ORD102500,CUST9078,2026-07-03,Mumbai_WH02,Chennai,Ahmedabad,Delhivery,Bike,26.79,227,810.08,Delayed,INR
SHP002501,ORD102501,CUST7467,2026-07-03,Mumbai_WH02,Kolkata,Delhi,Ecom Express,Mini Truck,14.78,1298,2593.76,Delayed,INR
SHP002502,ORD102502,CUST8295,2026-07-03,Hyderabad_WH04,Delhi,Ahmedabad,Delhivery,Truck,25.53,254,843.56,In Transit,INR
SHP002503,ORD102503,CUST3045,2026-07-03,Delhi_WH01,Bengaluru,Mumbai,Delhivery,Bike,29.86,1091,2402.12,Delivered,INR
SHP002504,ORD102504,CUST5509,2026-07-03,Hyderabad_WH04,Pune,Bengaluru,FedEx,Truck,9.44,764,1568.48,In Transit,INR
SHP002505,ORD102505,CUST9031,2026-07-03,Hyderabad_WH04,Bengaluru,Pune,DHL,Van,5.41,1302,2488.52,Delayed,INR
SHP002506,ORD102506,CUST3958,2026-07-03,Chennai_WH05,Bengaluru,Hyderabad,DHL,Truck,17.57,2401,4612.64,Delivered,INR
SHP002507,ORD102507,CUST4033,2026-07-03,Chennai_WH05,Bengaluru,Ahmedabad,DHL,Mini Truck,20.53,258,790.76,Delivered,INR
SHP002508,ORD102508,CUST1251,2026-07-03,Chennai_WH05,Lucknow,Mumbai,Ecom Express,Van,33.89,228,897.08,In Transit,INR
SHP002509,ORD102509,CUST8392,2026-07-03,Mumbai_WH02,Chennai,Hyderabad,FedEx,Van,27.88,402,1138.16,Delivered,INR
SHP002510,ORD102510,CUST9719,2026-07-03,Chennai_WH05,Delhi,Lucknow,Ecom Express,Bike,45.6,391,1331.0,Cancelled,INR
SHP002511,ORD102511,CUST5461,2026-07-03,Mumbai_WH02,Lucknow,Jaipur,Delhivery,Van,19.29,444,1110.68,Delivered,INR
SHP002512,ORD102512,CUST1115,2026-07-03,Chennai_WH05,Lucknow,Delhi,Blue Dart,Van,15.19,742,1597.88,Delivered,INR
SHP002513,ORD102513,CUST5005,2026-07-03,Chennai_WH05,Delhi,Mumbai,FedEx,Van,2.96,2313,4278.92,Delivered,INR
SHP002514,ORD102514,CUST7156,2026-07-03,Chennai_WH05,Ahmedabad,Kolkata,DHL,Bike,25.22,303,928.04,Cancelled,INR
SHP002515,ORD102515,CUST8601,2026-07-03,Bengaluru_WH03,Mumbai,Jaipur,Ecom Express,Bike,28.6,244,862.4,Delivered,INR
SHP002516,ORD102516,CUST9549,2026-07-03,Hyderabad_WH04,Pune,Bengaluru,Blue Dart,Van,39.94,189,899.48,In Transit,INR
SHP002517,ORD102517,CUST5878,2026-07-03,Chennai_WH05,Bengaluru,Jaipur,Blue Dart,Van,40.79,1014,2394.68,Delivered,INR
SHP002518,ORD102518,CUST2631,2026-07-03,Chennai_WH05,Ahmedabad,Kolkata,DHL,Truck,27.78,1431,2989.16,Delivered,INR
SHP002519,ORD102519,CUST4305,2026-07-03,Chennai_WH05,Bengaluru,Kolkata,Delhivery,Mini Truck,37.39,2390,4830.68,Delivered,INR
SHP002520,ORD102520,CUST1939,2026-07-03,Delhi_WH01,Delhi,Hyderabad,DHL,Mini Truck,11.9,1209,2399.0,Delivered,INR
SHP002521,ORD102521,CUST1932,2026-07-03,Hyderabad_WH04,Chennai,Kolkata,Delhivery,Mini Truck,19.3,238,740.0,Delivered,INR
SHP002522,ORD102522,CUST8287,2026-07-03,Bengaluru_WH03,Mumbai,Ahmedabad,FedEx,Mini Truck,40.69,1782,3775.88,Delivered,INR
SHP002523,ORD102523,CUST1397,2026-07-03,Bengaluru_WH03,Kolkata,Bengaluru,DHL,Truck,43.72,348,1231.04,Delivered,INR
SHP002524,ORD102524,CUST9822,2026-07-03,Bengaluru_WH03,Hyderabad,Lucknow,Delhivery,Truck,37.21,1863,3879.92,Delayed,INR
SHP002525,ORD102525,CUST4408,2026-07-03,Delhi_WH01,Hyderabad,Delhi,Ecom Express,Bike,13.0,913,1879.4,Delivered,INR
SHP002526,ORD102526,CUST7071,2026-07-03,Hyderabad_WH04,Bengaluru,Pune,DHL,Van,34.18,2367,4750.76,Delivered,INR
SHP002527,ORD102527,CUST5691,2026-07-03,Delhi_WH01,Pune,Jaipur,Ecom Express,Van,24.92,2127,4207.64,Delivered,INR
SHP002528,ORD102528,CUST9697,2026-07-03,Mumbai_WH02,Delhi,Lucknow,Blue Dart,Truck,29.47,1706,3504.44,Cancelled,INR
SHP002529,ORD102529,CUST4594,2026-07-03,Hyderabad_WH04,Kolkata,Hyderabad,Ecom Express,Mini Truck,48.01,261,1125.92,Delivered,INR
SHP002530,ORD102530,CUST2493,2026-07-03,Bengaluru_WH03,Mumbai,Pune,Ecom Express,Bike,11.6,2391,4523.0,Delivered,INR
SHP002531,ORD102531,CUST6350,2026-07-03,Delhi_WH01,Delhi,Mumbai,Ecom Express,Bike,1.5,1480,2762.0,Delivered,INR
SHP002532,ORD102532,CUST5409,2026-07-03,Chennai_WH05,Ahmedabad,Pune,Delhivery,Mini Truck,20.72,1933,3808.04,Cancelled,INR
SHP002533,ORD102533,CUST3235,2026-07-03,Bengaluru_WH03,Ahmedabad,Kolkata,FedEx,Bike,38.1,586,1592.0,Delivered,INR
SHP002534,ORD102534,CUST5928,2026-07-03,Bengaluru_WH03,Ahmedabad,Delhi,FedEx,Truck,14.58,2357,4497.56,Delivered,INR
SHP002535,ORD102535,CUST6386,2026-07-03,Hyderabad_WH04,Jaipur,Delhi,Blue Dart,Truck,17.25,467,1127.6,Delivered,INR
SHP002536,ORD102536,CUST9202,2026-07-03,Hyderabad_WH04,Pune,Delhi,Ecom Express,Bike,21.32,1036,2200.64,In Transit,INR
SHP002537,ORD102537,CUST6250,2026-07-03,Delhi_WH01,Bengaluru,Mumbai,DHL,Truck,38.27,2286,4654.04,Delivered,INR
SHP002538,ORD102538,CUST2469,2026-07-03,Delhi_WH01,Jaipur,Lucknow,FedEx,Bike,35.65,2029,4160.0,Delayed,INR
SHP002539,ORD102539,CUST2175,2026-07-03,Hyderabad_WH04,Bengaluru,Delhi,Ecom Express,Mini Truck,31.19,532,1411.88,In Transit,INR
SHP002540,ORD102540,CUST8049,2026-07-03,Bengaluru_WH03,Jaipur,Chennai,Ecom Express,Bike,32.73,1753,3628.16,Delivered,INR
SHP002541,ORD102541,CUST9444,2026-07-03,Delhi_WH01,Lucknow,Jaipur,FedEx,Truck,44.62,2097,4390.04,Delivered,INR
SHP002542,ORD102542,CUST4580,2026-07-03,Hyderabad_WH04,Hyderabad,Delhi,DHL,Truck,28.51,2209,4398.32,In Transit,INR
