shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,exception_flag
SHP003367,ORD103367,CUST2264,2026-07-04,Bengaluru_WH03,Pune,Delhi,Blue Dart,Bike,17.68,675,1507.16,Delivered,False
SHP003368,ORD103368,CUST6588,2026-07-04,Delhi_WH01,Jaipur,Ahmedabad,FedEx,Mini Truck,44.92,271,1106.84,In Transit,True
SHP003369,ORD103369,CUST1876,2026-07-04,Chennai_WH05,Delhi,Kolkata,Blue Dart,Mini Truck,22.34,1360,2796.08,In Transit,True
SHP003370,ORD103370,CUST7393,2026-07-04,Bengaluru_WH03,Delhi,Pune,FedEx,Bike,48.29,578,1699.88,Delivered,False
SHP003371,ORD103371,CUST7469,2026-07-04,Mumbai_WH02,Delhi,Pune,FedEx,Truck,2.39,222,508.28,Delivered,False
SHP003372,ORD103372,CUST3084,2026-07-04,Delhi_WH01,Pune,Hyderabad,DHL,Truck,48.3,2255,4718.6,In Transit,True
SHP003373,ORD103373,CUST4755,2026-07-04,Mumbai_WH02,Pune,Lucknow,Blue Dart,Van,3.32,689,1360.04,In Transit,True
SHP003374,ORD103374,CUST2886,2026-07-04,Chennai_WH05,Ahmedabad,Pune,Blue Dart,Mini Truck,20.74,186,663.68,Delivered,False
SHP003375,ORD103375,CUST4845,2026-07-04,Delhi_WH01,Pune,Jaipur,Delhivery,Truck,47.5,558,1654.4,Delivered,False
SHP003376,ORD103376,CUST3442,2026-07-04,Chennai_WH05,Lucknow,Bengaluru,Blue Dart,Van,45.41,980,2388.92,Delivered,False
SHP003377,ORD103377,CUST7316,2026-07-04,Chennai_WH05,Pune,Bengaluru,FedEx,Bike,20.83,1664,3325.16,In Transit,True
SHP003378,ORD103378,CUST5279,2026-07-04,Delhi_WH01,Mumbai,Bengaluru,Ecom Express,Mini Truck,2.1,2224,4108.4,Delivered,False
SHP003379,ORD103379,CUST6816,2026-07-04,Hyderabad_WH04,Bengaluru,Delhi,DHL,Mini Truck,14.93,2182,4186.76,Delivered,False
SHP003380,ORD103380,CUST3490,2026-07-04,Chennai_WH05,Bengaluru,Kolkata,FedEx,Bike,36.18,935,2197.16,Delivered,False
SHP003381,ORD103381,CUST9565,2026-07-04,Delhi_WH01,Bengaluru,Chennai,Delhivery,Van,22.98,1473,3007.16,Delayed,True
SHP003382,ORD103382,CUST4892,2026-07-04,Mumbai_WH02,Jaipur,Mumbai,DHL,Mini Truck,39.59,1684,3586.28,In Transit,True
SHP003383,ORD103383,CUST8905,2026-07-04,Bengaluru_WH03,Lucknow,Ahmedabad,Blue Dart,Mini Truck,33.3,1761,3649.4,Delivered,False
SHP003384,ORD103384,CUST4954,2026-07-04,Delhi_WH01,Chennai,Hyderabad,Blue Dart,Bike,5.84,749,1498.28,Delivered,False
SHP003385,ORD103385,CUST6163,2026-07-04,Bengaluru_WH03,Kolkata,Ahmedabad,DHL,Truck,2.48,78,250.16,Delayed,True
SHP003386,ORD103386,CUST3699,2026-07-04,Delhi_WH01,Delhi,Hyderabad,Blue Dart,Van,17.42,2017,3919.64,Delivered,False
SHP003387,ORD103387,CUST8860,2026-07-04,Delhi_WH01,Chennai,Hyderabad,Ecom Express,Mini Truck,18.98,1851,3639.56,Delivered,False
SHP003388,ORD103388,CUST1927,2026-07-04,Mumbai_WH02,Ahmedabad,Mumbai,Delhivery,Mini Truck,16.46,1612,3179.12,Delivered,False
SHP003389,ORD103389,CUST4540,2026-07-04,Delhi_WH01,Jaipur,Ahmedabad,Delhivery,Bike,6.1,270,639.2,Returned,True
SHP003390,ORD103390,CUST7018,2026-07-04,Mumbai_WH02,Delhi,Jaipur,DHL,Bike,39.72,1895,3967.64,In Transit,True
SHP003391,ORD103391,CUST1183,2026-07-04,Hyderabad_WH04,Chennai,Pune,Blue Dart,Van,40.68,232,985.76,In Transit,True
SHP003392,ORD103392,CUST7158,2026-07-04,Mumbai_WH02,Delhi,Kolkata,FedEx,Bike,25.04,1453,2995.88,Delivered,False
SHP003393,ORD103393,CUST1645,2026-07-04,Mumbai_WH02,Bengaluru,Delhi,Blue Dart,Mini Truck,47.18,232,1063.76,Delivered,False
SHP003394,ORD103394,CUST6448,2026-07-04,Delhi_WH01,Bengaluru,Delhi,FedEx,Bike,12.74,1304,2580.08,Delivered,False
SHP003395,ORD103395,CUST4873,2026-07-04,Chennai_WH05,Lucknow,Delhi,FedEx,Truck,48.45,339,1271.6,Delivered,False
SHP003396,ORD103396,CUST6611,2026-07-04,Hyderabad_WH04,Delhi,Lucknow,Blue Dart,Van,15.42,82,412.64,Delivered,False
SHP003397,ORD103397,CUST7911,2026-07-04,Delhi_WH01,Mumbai,Kolkata,FedEx,Van,37.4,2077,4267.4,In Transit,True
SHP003398,ORD103398,CUST3348,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,Blue Dart,Mini Truck,29.88,1487,3115.16,Delivered,False
SHP003399,ORD103399,CUST7939,2026-07-04,Hyderabad_WH04,Hyderabad,Bengaluru,Ecom Express,Van,44.95,1502,3323.0,Delivered,False
SHP003400,ORD103400,CUST9225,2026-07-04,Chennai_WH05,Chennai,Hyderabad,Delhivery,Bike,10.08,678,1421.36,Delivered,False
SHP003401,ORD103401,CUST4023,2026-07-04,Mumbai_WH02,Jaipur,Bengaluru,FedEx,Truck,13.64,1383,2733.08,Delivered,False
SHP003402,ORD103402,CUST2935,2026-07-04,Mumbai_WH02,Ahmedabad,Kolkata,Delhivery,Mini Truck,47.82,812,2115.44,Delivered,False
SHP003403,ORD103403,CUST5918,2026-07-04,Delhi_WH01,Kolkata,Lucknow,Delhivery,Truck,0.94,868,1653.68,In Transit,True
SHP003404,ORD103404,CUST9022,2026-07-04,Mumbai_WH02,Bengaluru,Kolkata,Blue Dart,Van,32.33,106,658.76,Delayed,True
SHP003405,ORD103405,CUST1020,2026-07-04,Bengaluru_WH03,Hyderabad,Pune,Delhivery,Bike,18.8,1892,3711.2,In Transit,True
SHP003406,ORD103406,CUST2621,2026-07-04,Mumbai_WH02,Hyderabad,Chennai,Delhivery,Van,4.5,2066,3852.8,Delivered,False
SHP003407,ORD103407,CUST1923,2026-07-04,Hyderabad_WH04,Pune,Bengaluru,FedEx,Van,3.33,1991,3703.76,Delivered,False
SHP003408,ORD103408,CUST4880,2026-07-04,Hyderabad_WH04,Kolkata,Mumbai,Blue Dart,Bike,2.17,1076,2042.84,Delivered,False
SHP003409,ORD103409,CUST6923,2026-07-04,Chennai_WH05,Delhi,Bengaluru,Delhivery,Van,22.42,2341,4562.84,Delivered,False
SHP003410,ORD103410,CUST5649,2026-07-04,Hyderabad_WH04,Mumbai,Ahmedabad,Delhivery,Van,31.95,1390,2965.4,Delivered,False
SHP003411,ORD103411,CUST2434,2026-07-04,Chennai_WH05,Bengaluru,Chennai,Delhivery,Van,11.12,2172,4123.04,Delivered,False
SHP003412,ORD103412,CUST8205,2026-07-04,Hyderabad_WH04,Chennai,Hyderabad,FedEx,Van,24.27,1597,3245.84,Delivered,False
SHP003413,ORD103413,CUST7888,2026-07-04,Bengaluru_WH03,Ahmedabad,Hyderabad,Delhivery,Truck,1.16,952,1807.52,Delivered,False
SHP003414,ORD103414,CUST9357,2026-07-04,Delhi_WH01,Jaipur,Chennai,Blue Dart,Mini Truck,3.4,1226,2327.6,Delivered,False
SHP003415,ORD103415,CUST6261,2026-07-04,Delhi_WH01,Mumbai,Kolkata,Blue Dart,Truck,12.02,1763,3397.64,Delivered,False
SHP003416,ORD103416,CUST3843,2026-07-04,Hyderabad_WH04,Lucknow,Hyderabad,FedEx,Truck,38.1,536,1502.0,Delivered,False
SHP003417,ORD103417,CUST8822,2026-07-04,Mumbai_WH02,Lucknow,Chennai,DHL,Mini Truck,40.65,307,1120.4,Delivered,False
SHP003418,ORD103418,CUST3952,2026-07-04,Hyderabad_WH04,Chennai,Bengaluru,FedEx,Truck,20.54,1936,3811.28,Delivered,False
SHP003419,ORD103419,CUST4064,2026-07-04,Mumbai_WH02,Kolkata,Lucknow,FedEx,Truck,49.42,1285,2986.04,Delivered,False
SHP003420,ORD103420,CUST4029,2026-07-04,Mumbai_WH02,Hyderabad,Pune,Delhivery,Van,17.37,1181,2414.24,Cancelled,True
SHP003421,ORD103421,CUST2952,2026-07-04,Mumbai_WH02,Ahmedabad,Bengaluru,Ecom Express,Truck,10.51,1599,3084.32,Delivered,False
SHP003422,ORD103422,CUST4040,2026-07-04,Mumbai_WH02,Kolkata,Lucknow,Blue Dart,Mini Truck,45.21,161,912.32,Delivered,False
SHP003423,ORD103423,CUST5453,2026-07-04,Delhi_WH01,Chennai,Hyderabad,Delhivery,Mini Truck,3.68,693,1371.56,Delivered,False
SHP003424,ORD103424,CUST6584,2026-07-04,Mumbai_WH02,Hyderabad,Pune,Delhivery,Truck,48.95,1317,3038.0,Delivered,False
SHP003425,ORD103425,CUST6045,2026-07-04,Delhi_WH01,Lucknow,Bengaluru,Delhivery,Mini Truck,19.17,1462,2941.64,Cancelled,True
SHP003426,ORD103426,CUST9762,2026-07-04,Chennai_WH05,Hyderabad,Mumbai,Delhivery,Van,49.79,951,2389.28,Cancelled,True
SHP003427,ORD103427,CUST6538,2026-07-04,Mumbai_WH02,Hyderabad,Chennai,Blue Dart,Mini Truck,29.78,317,1007.96,Delivered,False
SHP003428,ORD103428,CUST3350,2026-07-04,Chennai_WH05,Chennai,Lucknow,DHL,Truck,46.76,1680,3665.12,Delivered,False
SHP003429,ORD103429,CUST9294,2026-07-04,Delhi_WH01,Hyderabad,Lucknow,Blue Dart,Van,27.24,2113,4210.28,In Transit,True
SHP003430,ORD103430,CUST3800,2026-07-04,Mumbai_WH02,Chennai,Bengaluru,DHL,Bike,47.94,488,1533.68,Delayed,True
SHP003431,ORD103431,CUST1675,2026-07-04,Mumbai_WH02,Mumbai,Delhi,Blue Dart,Van,24.69,370,1042.28,Delivered,False
SHP003432,ORD103432,CUST4175,2026-07-04,Hyderabad_WH04,Lucknow,Ahmedabad,FedEx,Truck,33.76,2342,4700.72,In Transit,True
SHP003433,ORD103433,CUST7170,2026-07-04,Bengaluru_WH03,Pune,Kolkata,Blue Dart,Truck,15.52,793,1693.64,Delivered,False
SHP003434,ORD103434,CUST1631,2026-07-04,Hyderabad_WH04,Lucknow,Ahmedabad,Ecom Express,Bike,18.37,2212,4282.04,Delivered,False
SHP003435,ORD103435,CUST8522,2026-07-04,Delhi_WH01,Kolkata,Bengaluru,Ecom Express,Bike,3.71,2152,3998.12,Delivered,False
SHP003436,ORD103436,CUST6269,2026-07-04,Mumbai_WH02,Ahmedabad,Chennai,DHL,Van,5.83,566,1168.76,In Transit,True
SHP003437,ORD103437,CUST1986,2026-07-04,Chennai_WH05,Pune,Ahmedabad,Blue Dart,Van,11.09,1460,2841.08,Delivered,False
SHP003438,ORD103438,CUST8038,2026-07-04,Chennai_WH05,Hyderabad,Chennai,Blue Dart,Van,5.55,2016,3775.4,In Transit,True
SHP003439,ORD103439,CUST2261,2026-07-04,Hyderabad_WH04,Chennai,Bengaluru,Blue Dart,Mini Truck,11.54,2448,4624.88,Delivered,False
SHP003440,ORD103440,CUST3104,2026-07-04,Delhi_WH01,Jaipur,Hyderabad,Blue Dart,Truck,4.93,1970,3685.16,Delivered,False
SHP003441,ORD103441,CUST3954,2026-07-04,Hyderabad_WH04,Pune,Jaipur,Ecom Express,Bike,4.61,487,1011.92,In Transit,True
SHP003442,ORD103442,CUST3989,2026-07-04,Delhi_WH01,Jaipur,Chennai,DHL,Van,30.12,1465,3078.44,In Transit,True
SHP003443,ORD103443,CUST2417,2026-07-04,Bengaluru_WH03,Lucknow,Pune,DHL,Mini Truck,11.99,644,1383.08,Delivered,False
SHP003444,ORD103444,CUST5724,2026-07-04,Hyderabad_WH04,Pune,Hyderabad,Ecom Express,Van,36.68,1574,3353.36,Delivered,False
SHP003445,ORD103445,CUST2154,2026-07-04,Hyderabad_WH04,Lucknow,Hyderabad,Blue Dart,Bike,34.4,1659,3479.0,In Transit,True
SHP003446,ORD103446,CUST7485,2026-07-04,Hyderabad_WH04,Ahmedabad,Mumbai,FedEx,Bike,7.15,1475,2820.8,Delivered,False
SHP003447,ORD103447,CUST3606,2026-07-04,Chennai_WH05,Kolkata,Mumbai,Delhivery,Mini Truck,46.6,1744,3778.4,Delivered,False
SHP003448,ORD103448,CUST1154,2026-07-04,Delhi_WH01,Ahmedabad,Jaipur,Ecom Express,Mini Truck,13.51,2323,4423.52,Delivered,False
SHP003449,ORD103449,CUST5392,2026-07-04,Hyderabad_WH04,Mumbai,Pune,Blue Dart,Van,41.59,1236,2803.88,Delivered,False
SHP003450,ORD103450,CUST9122,2026-07-04,Hyderabad_WH04,Ahmedabad,Chennai,Ecom Express,Bike,49.8,1870,4043.6,In Transit,True
SHP003451,ORD103451,CUST2501,2026-07-04,Chennai_WH05,Chennai,Hyderabad,DHL,Truck,38.51,651,1713.92,In Transit,True
SHP003452,ORD103452,CUST7996,2026-07-04,Hyderabad_WH04,Kolkata,Jaipur,Ecom Express,Bike,40.95,2379,4853.6,Delivered,False
SHP003453,ORD103453,CUST6216,2026-07-04,Hyderabad_WH04,Delhi,Pune,Ecom Express,Van,4.12,1831,3425.24,Delivered,False
SHP003454,ORD103454,CUST6908,2026-07-04,Delhi_WH01,Jaipur,Hyderabad,DHL,Bike,47.1,2455,5064.2,In Transit,True
SHP003455,ORD103455,CUST5559,2026-07-04,Delhi_WH01,Delhi,Kolkata,Blue Dart,Bike,1.2,2066,3813.2,Delivered,False
SHP003456,ORD103456,CUST1448,2026-07-04,Mumbai_WH02,Delhi,Jaipur,FedEx,Van,42.07,2013,4208.24,Delivered,False
SHP003457,ORD103457,CUST9755,2026-07-04,Mumbai_WH02,Bengaluru,Hyderabad,FedEx,Mini Truck,29.25,1247,2675.6,In Transit,True
SHP003458,ORD103458,CUST3772,2026-07-04,Chennai_WH05,Mumbai,Chennai,Blue Dart,Van,16.36,484,1147.52,Delivered,False
SHP003459,ORD103459,CUST9848,2026-07-04,Delhi_WH01,Chennai,Ahmedabad,Ecom Express,Truck,18.8,1624,3228.8,Cancelled,True
SHP003460,ORD103460,CUST8556,2026-07-04,Mumbai_WH02,Hyderabad,Chennai,FedEx,Truck,18.63,2034,3964.76,Delivered,False
SHP003461,ORD103461,CUST7953,2026-07-04,Mumbai_WH02,Chennai,Ahmedabad,Ecom Express,Van,24.02,1067,2288.84,Delivered,False
SHP003462,ORD103462,CUST7171,2026-07-04,Hyderabad_WH04,Mumbai,Hyderabad,Blue Dart,Bike,41.06,1266,2851.52,Delayed,True
SHP003463,ORD103463,CUST9440,2026-07-04,Mumbai_WH02,Kolkata,Jaipur,DHL,Bike,21.5,311,897.8,Delivered,False
SHP003464,ORD103464,CUST8103,2026-07-04,Delhi_WH01,Ahmedabad,Delhi,Ecom Express,Bike,49.92,247,1123.64,Delivered,False
SHP003465,ORD103465,CUST3126,2026-07-04,Chennai_WH05,Jaipur,Pune,Ecom Express,Bike,46.71,675,1855.52,Delivered,False
SHP003466,ORD103466,CUST5739,2026-07-04,Mumbai_WH02,Delhi,Lucknow,Delhivery,Bike,39.07,272,1038.44,Delivered,False
SHP003467,ORD103467,CUST5270,2026-07-04,Bengaluru_WH03,Chennai,Kolkata,Ecom Express,Van,13.02,897,1850.84,Delivered,False
SHP003468,ORD103468,CUST9634,2026-07-04,Mumbai_WH02,Jaipur,Bengaluru,DHL,Van,39.44,934,2234.48,Cancelled,True
SHP003469,ORD103469,CUST3379,2026-07-04,Chennai_WH05,Chennai,Bengaluru,FedEx,Truck,1.05,151,364.4,Delivered,False
SHP003470,ORD103470,CUST5261,2026-07-04,Mumbai_WH02,Hyderabad,Bengaluru,Ecom Express,Bike,1.26,2396,4407.92,In Transit,True
SHP003471,ORD103471,CUST8236,2026-07-04,Hyderabad_WH04,Pune,Jaipur,Delhivery,Bike,49.08,1300,3008.96,Delivered,False
SHP003472,ORD103472,CUST2311,2026-07-04,Mumbai_WH02,Bengaluru,Jaipur,Blue Dart,Bike,1.22,1538,2863.04,Delivered,False
SHP003473,ORD103473,CUST5901,2026-07-04,Chennai_WH05,Hyderabad,Pune,DHL,Truck,12.56,379,912.92,Delivered,False
SHP003474,ORD103474,CUST2124,2026-07-04,Mumbai_WH02,Ahmedabad,Pune,Blue Dart,Mini Truck,37.01,644,1683.32,Delivered,False
SHP003475,ORD103475,CUST1211,2026-07-04,Mumbai_WH02,Chennai,Bengaluru,DHL,Truck,9.39,576,1229.48,In Transit,True
SHP003476,ORD103476,CUST4136,2026-07-04,Delhi_WH01,Lucknow,Pune,DHL,Van,13.43,2462,4672.76,In Transit,True
SHP003477,ORD103477,CUST2290,2026-07-04,Delhi_WH01,Jaipur,Hyderabad,Ecom Express,Mini Truck,2.59,1951,3622.88,Delivered,False
SHP003478,ORD103478,CUST3458,2026-07-04,Bengaluru_WH03,Lucknow,Bengaluru,Ecom Express,Truck,11.65,781,1625.6,Delivered,False
SHP003479,ORD103479,CUST5514,2026-07-04,Delhi_WH01,Delhi,Kolkata,Ecom Express,Van,6.61,1137,2205.92,Delivered,False
SHP003480,ORD103480,CUST6106,2026-07-04,Hyderabad_WH04,Ahmedabad,Lucknow,Blue Dart,Van,9.97,344,818.84,In Transit,True
SHP003481,ORD103481,CUST4104,2026-07-04,Mumbai_WH02,Ahmedabad,Jaipur,Blue Dart,Mini Truck,28.19,92,583.88,Delivered,False
SHP003482,ORD103482,CUST5426,2026-07-04,Mumbai_WH02,Jaipur,Pune,FedEx,Bike,20.36,203,689.72,Delivered,False
SHP003483,ORD103483,CUST9003,2026-07-04,Chennai_WH05,Bengaluru,Mumbai,Delhivery,Mini Truck,3.06,723,1418.12,Delivered,False
SHP003484,ORD103484,CUST8864,2026-07-04,Mumbai_WH02,Chennai,Bengaluru,Blue Dart,Bike,7.41,1466,2807.72,Delivered,False
SHP003485,ORD103485,CUST7739,2026-07-04,Chennai_WH05,Delhi,Ahmedabad,Ecom Express,Bike,43.26,2350,4829.12,Delivered,False
SHP003486,ORD103486,CUST2670,2026-07-04,Chennai_WH05,Pune,Lucknow,Blue Dart,Bike,22.2,629,1478.6,Delivered,False
SHP003487,ORD103487,CUST7468,2026-07-04,Chennai_WH05,Mumbai,Pune,Ecom Express,Truck,42.94,79,737.48,Delivered,False
SHP003488,ORD103488,CUST9412,2026-07-04,Mumbai_WH02,Jaipur,Hyderabad,FedEx,Truck,4.29,308,685.88,Delivered,False
SHP003489,ORD103489,CUST6858,2026-07-04,Mumbai_WH02,Hyderabad,Jaipur,Ecom Express,Van,12.33,1868,3590.36,Delivered,False
SHP003490,ORD103490,CUST4685,2026-07-04,Mumbai_WH02,Pune,Lucknow,DHL,Truck,1.7,261,570.2,Cancelled,True
SHP003491,ORD103491,CUST5523,2026-07-04,Chennai_WH05,Chennai,Kolkata,Blue Dart,Mini Truck,3.01,1808,3370.52,Delivered,False
SHP003492,ORD103492,CUST3136,2026-07-04,Delhi_WH01,Mumbai,Delhi,DHL,Van,37.51,356,1170.92,Cancelled,True
SHP003493,ORD103493,CUST7637,2026-07-04,Chennai_WH05,Mumbai,Lucknow,Ecom Express,Bike,18.32,395,1010.84,In Transit,True
SHP003494,ORD103494,CUST5493,2026-07-04,Delhi_WH01,Kolkata,Mumbai,FedEx,Bike,35.46,472,1355.12,Delayed,True
SHP003495,ORD103495,CUST2430,2026-07-04,Bengaluru_WH03,Mumbai,Bengaluru,Ecom Express,Truck,19.79,1245,2558.48,Delivered,False
SHP003496,ORD103496,CUST6607,2026-07-04,Chennai_WH05,Lucknow,Mumbai,Blue Dart,Mini Truck,25.55,882,1974.2,Delivered,False
SHP003497,ORD103497,CUST5425,2026-07-04,Mumbai_WH02,Mumbai,Pune,Blue Dart,Mini Truck,33.17,1916,3926.84,In Transit,True
SHP003498,ORD103498,CUST4265,2026-07-04,Delhi_WH01,Chennai,Pune,Blue Dart,Truck,19.2,1542,3086.0,In Transit,True
SHP003499,ORD103499,CUST7830,2026-07-04,Hyderabad_WH04,Ahmedabad,Delhi,Ecom Express,Van,32.06,364,1119.92,In Transit,True
SHP003500,ORD103500,CUST7499,2026-07-04,Bengaluru_WH03,Delhi,Lucknow,Blue Dart,Truck,41.79,1561,3391.28,Delayed,True
SHP003501,ORD103501,CUST8451,2026-07-04,Bengaluru_WH03,Hyderabad,Mumbai,FedEx,Truck,34.49,1833,3793.28,Delivered,False
SHP003502,ORD103502,CUST8764,2026-07-04,Chennai_WH05,Jaipur,Lucknow,Blue Dart,Mini Truck,32.25,1070,2393.0,In Transit,True
SHP003503,ORD103503,CUST4289,2026-07-04,Chennai_WH05,Hyderabad,Kolkata,FedEx,Truck,21.34,2267,4416.68,Delivered,False
SHP003504,ORD103504,CUST9777,2026-07-04,Mumbai_WH02,Ahmedabad,Hyderabad,FedEx,Mini Truck,21.2,1065,2251.4,In Transit,True
SHP003505,ORD103505,CUST4618,2026-07-04,Delhi_WH01,Bengaluru,Kolkata,FedEx,Mini Truck,49.66,154,953.12,Delayed,True
SHP003506,ORD103506,CUST9341,2026-07-04,Delhi_WH01,Pune,Delhi,Blue Dart,Van,35.81,1147,2574.32,Delivered,False
SHP003507,ORD103507,CUST8967,2026-07-04,Hyderabad_WH04,Hyderabad,Ahmedabad,Delhivery,Van,40.69,1635,3511.28,In Transit,True
SHP003508,ORD103508,CUST9938,2026-07-04,Hyderabad_WH04,Mumbai,Lucknow,Blue Dart,Mini Truck,2.31,2012,3729.32,Delivered,False
SHP003509,ORD103509,CUST8557,2026-07-04,Bengaluru_WH03,Bengaluru,Kolkata,FedEx,Truck,37.63,2325,4716.56,In Transit,True
SHP003510,ORD103510,CUST6488,2026-07-04,Mumbai_WH02,Ahmedabad,Bengaluru,Blue Dart,Van,24.69,387,1072.88,Delayed,True
SHP003511,ORD103511,CUST7648,2026-07-04,Chennai_WH05,Ahmedabad,Delhi,Delhivery,Mini Truck,38.32,1893,3947.24,In Transit,True
SHP003512,ORD103512,CUST7573,2026-07-04,Bengaluru_WH03,Chennai,Hyderabad,Delhivery,Mini Truck,30.95,74,584.6,Delivered,False
SHP003513,ORD103513,CUST5512,2026-07-04,Delhi_WH01,Pune,Mumbai,Ecom Express,Bike,13.33,1008,2054.36,In Transit,True
SHP003514,ORD103514,CUST9536,2026-07-04,Chennai_WH05,Hyderabad,Kolkata,Ecom Express,Truck,28.62,549,1411.64,Cancelled,True
SHP003515,ORD103515,CUST3666,2026-07-04,Chennai_WH05,Mumbai,Delhi,DHL,Mini Truck,16.89,2419,4636.88,Returned,True
SHP003516,ORD103516,CUST9633,2026-07-04,Mumbai_WH02,Lucknow,Delhi,Delhivery,Mini Truck,20.86,1387,2826.92,Delivered,False
SHP003517,ORD103517,CUST1197,2026-07-04,Bengaluru_WH03,Ahmedabad,Lucknow,FedEx,Bike,19.2,2115,4117.4,Delivered,False
SHP003518,ORD103518,CUST5094,2026-07-04,Delhi_WH01,Delhi,Lucknow,Blue Dart,Truck,34.3,133,731.0,Delivered,False
SHP003519,ORD103519,CUST4100,2026-07-04,Chennai_WH05,Delhi,Pune,DHL,Bike,9.36,444,991.52,Delayed,True
SHP003520,ORD103520,CUST4694,2026-07-04,Chennai_WH05,Hyderabad,Pune,FedEx,Mini Truck,21.1,1856,3674.0,In Transit,True
SHP003521,ORD103521,CUST9114,2026-07-04,Chennai_WH05,Lucknow,Hyderabad,DHL,Van,14.88,2404,4585.76,In Transit,True
SHP003522,ORD103522,CUST9433,2026-07-04,Mumbai_WH02,Kolkata,Mumbai,FedEx,Bike,46.52,592,1703.84,Delivered,False
SHP003523,ORD103523,CUST3764,2026-07-04,Chennai_WH05,Lucknow,Jaipur,DHL,Truck,1.34,1122,2115.68,Returned,True
SHP003524,ORD103524,CUST5509,2026-07-04,Chennai_WH05,Delhi,Mumbai,DHL,Bike,3.51,1038,1990.52,Delayed,True
SHP003525,ORD103525,CUST4799,2026-07-04,Chennai_WH05,Delhi,Pune,Delhivery,Van,1.36,2486,4571.12,In Transit,True
SHP003526,ORD103526,CUST8903,2026-07-04,Delhi_WH01,Pune,Bengaluru,DHL,Bike,29.64,409,1171.88,Delivered,False
SHP003527,ORD103527,CUST9105,2026-07-04,Bengaluru_WH03,Mumbai,Lucknow,Blue Dart,Bike,30.24,1049,2331.08,Delivered,False
SHP003528,ORD103528,CUST7020,2026-07-04,Delhi_WH01,Bengaluru,Pune,Delhivery,Van,32.3,434,1248.8,Delivered,False
SHP003529,ORD103529,CUST2255,2026-07-04,Hyderabad_WH04,Bengaluru,Chennai,FedEx,Mini Truck,39.32,957,2274.44,Cancelled,True
SHP003530,ORD103530,CUST4215,2026-07-04,Delhi_WH01,Ahmedabad,Pune,Delhivery,Mini Truck,30.43,1782,3652.76,Delayed,True
SHP003531,ORD103531,CUST2935,2026-07-04,Delhi_WH01,Jaipur,Chennai,Blue Dart,Van,25.63,2489,4867.76,Delivered,False
SHP003532,ORD103532,CUST9000,2026-07-04,Hyderabad_WH04,Bengaluru,Ahmedabad,Blue Dart,Mini Truck,7.74,381,858.68,In Transit,True
SHP003533,ORD103533,CUST7510,2026-07-04,Bengaluru_WH03,Hyderabad,Jaipur,Blue Dart,Truck,44.97,673,1831.04,Delivered,False
SHP003534,ORD103534,CUST6700,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,FedEx,Van,43.29,1851,3931.28,Delayed,True
SHP003535,ORD103535,CUST9324,2026-07-04,Bengaluru_WH03,Chennai,Kolkata,FedEx,Mini Truck,10.12,1679,3223.64,Delivered,False
SHP003536,ORD103536,CUST1654,2026-07-04,Hyderabad_WH04,Jaipur,Mumbai,Ecom Express,Mini Truck,22.82,1216,2542.64,Delivered,False
SHP003537,ORD103537,CUST6538,2026-07-04,Mumbai_WH02,Lucknow,Bengaluru,DHL,Mini Truck,17.31,252,741.32,Delivered,False
SHP003538,ORD103538,CUST5709,2026-07-04,Delhi_WH01,Bengaluru,Kolkata,FedEx,Bike,47.83,1748,3800.36,Delivered,False
SHP003539,ORD103539,CUST2263,2026-07-04,Delhi_WH01,Jaipur,Mumbai,DHL,Mini Truck,8.27,1189,2319.44,Delivered,False
SHP003540,ORD103540,CUST4321,2026-07-04,Hyderabad_WH04,Pune,Jaipur,Ecom Express,Bike,32.75,1299,2811.2,Delivered,False
SHP003541,ORD103541,CUST3798,2026-07-04,Mumbai_WH02,Hyderabad,Jaipur,DHL,Mini Truck,21.12,455,1152.44,In Transit,True
SHP003542,ORD103542,CUST9444,2026-07-04,Chennai_WH05,Hyderabad,Delhi,Blue Dart,Truck,12.15,617,1336.4,Delivered,False
SHP003543,ORD103543,CUST5231,2026-07-04,Hyderabad_WH04,Jaipur,Hyderabad,Delhivery,Truck,28.76,1772,3614.72,In Transit,True
SHP003544,ORD103544,CUST3674,2026-07-04,Mumbai_WH02,Kolkata,Ahmedabad,Delhivery,Van,1.88,1617,3013.16,Delivered,False
SHP003545,ORD103545,CUST2740,2026-07-04,Bengaluru_WH03,Lucknow,Pune,DHL,Bike,40.36,2415,4911.32,Delivered,False
SHP003546,ORD103546,CUST3010,2026-07-04,Chennai_WH05,Jaipur,Ahmedabad,Ecom Express,Mini Truck,29.83,1763,3611.36,In Transit,True
SHP003547,ORD103547,CUST7424,2026-07-04,Delhi_WH01,Kolkata,Delhi,Ecom Express,Mini Truck,43.0,369,1260.2,Delivered,False
SHP003548,ORD103548,CUST4031,2026-07-04,Chennai_WH05,Pune,Kolkata,Blue Dart,Van,41.81,1785,3794.72,Delivered,False
SHP003549,ORD103549,CUST6086,2026-07-04,Delhi_WH01,Ahmedabad,Chennai,DHL,Bike,6.85,360,810.2,Delivered,False
