shipment_id,order_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP004411,ORD104411,2026-07-05,Bengaluru_WH03,Delhi,Pune,FedEx,Truck,35.22,1377,2981.24,Delivered
SHP004412,ORD104412,2026-07-05,Delhi_WH01,Lucknow,Chennai,DHL,Truck,40.65,1465,3204.8,Delivered
SHP004413,ORD104413,2026-07-05,Hyderabad_WH04,Jaipur,Delhi,DHL,Bike,49.19,1805,3919.28,Delivered
SHP004414,ORD104414,2026-07-05,Hyderabad_WH04,Jaipur,Delhi,FedEx,Truck,48.52,1960,4190.24,Delivered
SHP004415,ORD104415,2026-07-05,Hyderabad_WH04,Delhi,Hyderabad,FedEx,Mini Truck,14.1,336,854.0,Delivered
SHP004416,ORD104416,2026-07-05,Hyderabad_WH04,Bengaluru,Delhi,FedEx,Van,26.09,1108,2387.48,Delivered
SHP004417,ORD104417,2026-07-05,Mumbai_WH02,Chennai,Pune,Blue Dart,Bike,16.63,975,2034.56,Delivered
SHP004418,ORD104418,2026-07-05,Delhi_WH01,Lucknow,Kolkata,Delhivery,Mini Truck,30.63,1570,3273.56,Delivered
SHP004419,ORD104419,2026-07-05,Bengaluru_WH03,Bengaluru,Delhi,Delhivery,Mini Truck,46.39,187,973.28,Delivered
SHP004420,ORD104420,2026-07-05,Bengaluru_WH03,Lucknow,Mumbai,DHL,Truck,12.74,213,616.28,Delivered
SHP004421,ORD104421,2026-07-05,Chennai_WH05,Ahmedabad,Pune,Ecom Express,Bike,2.75,2442,4508.6,In Transit
SHP004422,ORD104422,2026-07-05,Mumbai_WH02,Kolkata,Jaipur,Blue Dart,Mini Truck,1.97,275,598.64,Delivered
SHP004423,ORD104423,2026-07-05,Mumbai_WH02,Hyderabad,Jaipur,Ecom Express,Van,16.23,2355,4513.76,Delivered
SHP004424,ORD104424,2026-07-05,Hyderabad_WH04,Hyderabad,Delhi,FedEx,Bike,30.3,987,2220.2,Delivered
SHP004425,ORD104425,2026-07-05,Bengaluru_WH03,Kolkata,Hyderabad,Ecom Express,Bike,27.37,1643,3365.84,In Transit
SHP004426,ORD104426,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,Delhivery,Truck,34.51,2053,4189.52,In Transit
SHP004427,ORD104427,2026-07-05,Chennai_WH05,Ahmedabad,Bengaluru,Ecom Express,Mini Truck,30.98,1376,2928.56,In Transit
SHP004428,ORD104428,2026-07-05,Mumbai_WH02,Hyderabad,Lucknow,DHL,Truck,46.73,135,883.76,In Transit
SHP004429,ORD104429,2026-07-05,Chennai_WH05,Pune,Lucknow,Blue Dart,Mini Truck,15.6,1594,3136.4,Delayed
SHP004430,ORD104430,2026-07-05,Delhi_WH01,Delhi,Mumbai,DHL,Bike,34.71,2448,4902.92,Delivered
SHP004431,ORD104431,2026-07-05,Mumbai_WH02,Jaipur,Hyderabad,DHL,Mini Truck,10.79,805,1658.48,Delivered
SHP004432,ORD104432,2026-07-05,Chennai_WH05,Jaipur,Lucknow,Blue Dart,Truck,45.14,86,776.48,Delivered
SHP004433,ORD104433,2026-07-05,Chennai_WH05,Hyderabad,Mumbai,DHL,Bike,42.21,2127,4415.12,Delivered
SHP004434,ORD104434,2026-07-05,Bengaluru_WH03,Chennai,Bengaluru,DHL,Bike,44.12,420,1365.44,Cancelled
SHP004435,ORD104435,2026-07-05,Delhi_WH01,Jaipur,Mumbai,Blue Dart,Mini Truck,26.45,189,737.6,Delivered
SHP004436,ORD104436,2026-07-05,Chennai_WH05,Pune,Lucknow,DHL,Bike,0.55,1393,2594.0,Delayed
SHP004437,ORD104437,2026-07-05,Delhi_WH01,Pune,Chennai,Blue Dart,Mini Truck,32.57,1725,3575.84,In Transit
SHP004438,ORD104438,2026-07-05,Hyderabad_WH04,Ahmedabad,Jaipur,Blue Dart,Bike,35.67,1668,3510.44,Delivered
SHP004439,ORD104439,2026-07-05,Chennai_WH05,Ahmedabad,Chennai,FedEx,Bike,9.97,1426,2766.44,Delivered
SHP004440,ORD104440,2026-07-05,Delhi_WH01,Pune,Ahmedabad,Ecom Express,Mini Truck,32.5,2305,4619.0,Delivered
SHP004441,ORD104441,2026-07-05,Mumbai_WH02,Bengaluru,Jaipur,DHL,Mini Truck,9.74,486,1071.68,Delivered
SHP004442,ORD104442,2026-07-05,Mumbai_WH02,Delhi,Pune,Ecom Express,Truck,32.31,1585,3320.72,Delivered
SHP004443,ORD104443,2026-07-05,Mumbai_WH02,Lucknow,Delhi,FedEx,Bike,37.66,355,1170.92,Delivered
SHP004444,ORD104444,2026-07-05,Bengaluru_WH03,Ahmedabad,Delhi,Blue Dart,Bike,1.75,638,1249.4,Delivered
SHP004445,ORD104445,2026-07-05,Delhi_WH01,Mumbai,Kolkata,Ecom Express,Truck,42.94,1758,3759.68,Delivered
SHP004446,ORD104446,2026-07-05,Hyderabad_WH04,Mumbai,Delhi,FedEx,Van,5.38,260,612.56,Delivered
SHP004447,ORD104447,2026-07-05,Mumbai_WH02,Kolkata,Mumbai,DHL,Van,20.41,1051,2216.72,In Transit
SHP004448,ORD104448,2026-07-05,Mumbai_WH02,Chennai,Ahmedabad,FedEx,Bike,25.44,564,1400.48,In Transit
SHP004449,ORD104449,2026-07-05,Bengaluru_WH03,Kolkata,Hyderabad,Blue Dart,Truck,28.52,1578,3262.64,In Transit
SHP004450,ORD104450,2026-07-05,Hyderabad_WH04,Kolkata,Hyderabad,Ecom Express,Van,32.93,2184,4406.36,Delivered
SHP004451,ORD104451,2026-07-05,Mumbai_WH02,Bengaluru,Ahmedabad,Delhivery,Mini Truck,22.82,1361,2803.64,Delivered
SHP004452,ORD104452,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,Blue Dart,Truck,35.26,2145,4364.12,In Transit
SHP004453,ORD104453,2026-07-05,Bengaluru_WH03,Kolkata,Hyderabad,DHL,Bike,15.12,2302,4405.04,Delivered
SHP004454,ORD104454,2026-07-05,Chennai_WH05,Delhi,Pune,Blue Dart,Truck,22.57,1566,3169.64,Delivered
SHP004455,ORD104455,2026-07-05,Hyderabad_WH04,Bengaluru,Chennai,Blue Dart,Van,35.86,1403,3035.72,Delivered
SHP004456,ORD104456,2026-07-05,Hyderabad_WH04,Delhi,Pune,Blue Dart,Truck,4.77,2233,4156.64,In Transit
SHP004457,ORD104457,2026-07-05,Chennai_WH05,Ahmedabad,Bengaluru,Delhivery,Truck,20.37,609,1420.64,In Transit
SHP004458,ORD104458,2026-07-05,Bengaluru_WH03,Mumbai,Hyderabad,Ecom Express,Van,2.49,333,709.28,Delivered
SHP004459,ORD104459,2026-07-05,Hyderabad_WH04,Lucknow,Mumbai,Delhivery,Bike,34.88,446,1301.36,In Transit
SHP004460,ORD104460,2026-07-05,Bengaluru_WH03,Bengaluru,Ahmedabad,Delhivery,Truck,43.39,93,768.08,Delivered
SHP004461,ORD104461,2026-07-05,Bengaluru_WH03,Mumbai,Delhi,FedEx,Bike,28.4,2349,4649.0,Delayed
SHP004462,ORD104462,2026-07-05,Mumbai_WH02,Chennai,Bengaluru,DHL,Bike,30.49,2004,4053.08,Cancelled
SHP004463,ORD104463,2026-07-05,Mumbai_WH02,Delhi,Pune,Delhivery,Bike,10.27,778,1603.64,Delivered
SHP004464,ORD104464,2026-07-05,Chennai_WH05,Bengaluru,Lucknow,DHL,Mini Truck,11.94,2459,4649.48,Delivered
SHP004465,ORD104465,2026-07-05,Bengaluru_WH03,Lucknow,Bengaluru,Ecom Express,Van,17.22,1293,2614.04,Delivered
SHP004466,ORD104466,2026-07-05,Bengaluru_WH03,Ahmedabad,Pune,Delhivery,Van,37.52,355,1169.24,Delivered
SHP004467,ORD104467,2026-07-05,Mumbai_WH02,Kolkata,Bengaluru,FedEx,Van,5.33,516,1072.76,Delivered
SHP004468,ORD104468,2026-07-05,Chennai_WH05,Bengaluru,Chennai,Ecom Express,Bike,16.42,717,1567.64,In Transit
SHP004469,ORD104469,2026-07-05,Bengaluru_WH03,Hyderabad,Lucknow,Blue Dart,Van,37.03,1651,3496.16,Delayed
SHP004470,ORD104470,2026-07-05,Hyderabad_WH04,Kolkata,Bengaluru,Blue Dart,Bike,32.7,2178,4392.8,Delivered
SHP004471,ORD104471,2026-07-05,Bengaluru_WH03,Ahmedabad,Jaipur,Blue Dart,Mini Truck,22.58,2072,4080.56,Delivered
SHP004472,ORD104472,2026-07-05,Chennai_WH05,Lucknow,Mumbai,Ecom Express,Van,28.01,1555,3215.12,Delivered
SHP004473,ORD104473,2026-07-05,Mumbai_WH02,Ahmedabad,Lucknow,Delhivery,Van,47.79,1459,3279.68,Delivered
SHP004474,ORD104474,2026-07-05,Chennai_WH05,Kolkata,Hyderabad,Delhivery,Van,12.86,432,1011.92,Delivered
SHP004475,ORD104475,2026-07-05,Delhi_WH01,Pune,Lucknow,FedEx,Bike,48.16,866,2216.72,Delivered
SHP004476,ORD104476,2026-07-05,Mumbai_WH02,Mumbai,Pune,Ecom Express,Truck,44.74,230,1030.88,Returned
SHP004477,ORD104477,2026-07-05,Delhi_WH01,Jaipur,Bengaluru,Delhivery,Bike,31.6,574,1492.4,Delivered
SHP004478,ORD104478,2026-07-05,Hyderabad_WH04,Hyderabad,Kolkata,DHL,Truck,0.73,1884,3479.96,Delivered
SHP004479,ORD104479,2026-07-05,Chennai_WH05,Jaipur,Hyderabad,Ecom Express,Truck,20.49,2247,4370.48,Delayed
SHP004480,ORD104480,2026-07-05,Bengaluru_WH03,Ahmedabad,Mumbai,Blue Dart,Mini Truck,41.51,1421,3135.92,Delivered
SHP004481,ORD104481,2026-07-05,Delhi_WH01,Pune,Bengaluru,Ecom Express,Mini Truck,8.6,762,1554.8,Delivered
SHP004482,ORD104482,2026-07-05,Mumbai_WH02,Bengaluru,Hyderabad,Delhivery,Van,9.29,1477,2850.08,Delivered
SHP004483,ORD104483,2026-07-05,Hyderabad_WH04,Delhi,Ahmedabad,Blue Dart,Bike,24.22,1277,2669.24,Delivered
SHP004484,ORD104484,2026-07-05,Chennai_WH05,Jaipur,Kolkata,Blue Dart,Mini Truck,39.85,1074,2491.4,Delivered
SHP004485,ORD104485,2026-07-05,Hyderabad_WH04,Chennai,Lucknow,DHL,Van,41.52,718,1870.64,Delivered
SHP004486,ORD104486,2026-07-05,Hyderabad_WH04,Ahmedabad,Bengaluru,FedEx,Van,14.47,1780,3457.64,Delivered
SHP004487,ORD104487,2026-07-05,Mumbai_WH02,Ahmedabad,Lucknow,DHL,Mini Truck,11.79,2301,4363.28,Delivered
SHP004488,ORD104488,2026-07-05,Hyderabad_WH04,Pune,Kolkata,FedEx,Bike,6.56,407,891.32,In Transit
SHP004489,ORD104489,2026-07-05,Chennai_WH05,Mumbai,Jaipur,DHL,Truck,26.42,2024,4040.24,Delivered
SHP004490,ORD104490,2026-07-05,Hyderabad_WH04,Bengaluru,Pune,Delhivery,Bike,41.04,446,1375.28,In Transit
SHP004491,ORD104491,2026-07-05,Mumbai_WH02,Hyderabad,Chennai,FedEx,Mini Truck,44.42,789,2033.24,In Transit
SHP004492,ORD104492,2026-07-05,Chennai_WH05,Pune,Ahmedabad,Blue Dart,Truck,23.66,633,1503.32,Delivered
SHP004493,ORD104493,2026-07-05,Bengaluru_WH03,Bengaluru,Jaipur,Blue Dart,Bike,49.15,330,1263.8,Delivered
SHP004494,ORD104494,2026-07-05,Mumbai_WH02,Mumbai,Jaipur,DHL,Van,17.9,1284,2606.0,Delivered
SHP004495,ORD104495,2026-07-05,Delhi_WH01,Pune,Mumbai,DHL,Van,4.37,2335,4335.44,In Transit
SHP004496,ORD104496,2026-07-05,Delhi_WH01,Lucknow,Hyderabad,Blue Dart,Bike,7.89,1969,3718.88,Delivered
SHP004497,ORD104497,2026-07-05,Delhi_WH01,Chennai,Bengaluru,Delhivery,Mini Truck,39.67,1294,2885.24,Delivered
SHP004498,ORD104498,2026-07-05,Bengaluru_WH03,Bengaluru,Lucknow,Ecom Express,Van,33.52,2180,4406.24,Delivered
SHP004499,ORD104499,2026-07-05,Bengaluru_WH03,Lucknow,Chennai,Delhivery,Bike,2.17,1026,1952.84,Delivered
SHP004500,ORD104500,2026-07-05,Mumbai_WH02,Kolkata,Ahmedabad,Ecom Express,Van,45.9,658,1815.2,Delayed
SHP004501,ORD104501,2026-07-05,Bengaluru_WH03,Ahmedabad,Chennai,DHL,Van,23.14,1351,2789.48,Delayed
SHP004502,ORD104502,2026-07-05,Chennai_WH05,Hyderabad,Mumbai,Ecom Express,Mini Truck,6.81,2002,3765.32,Delivered
SHP004503,ORD104503,2026-07-05,Hyderabad_WH04,Jaipur,Chennai,Delhivery,Truck,36.71,881,2106.32,In Transit
SHP004504,ORD104504,2026-07-05,Chennai_WH05,Chennai,Mumbai,Delhivery,Mini Truck,12.03,2090,3986.36,Delivered
SHP004505,ORD104505,2026-07-05,Bengaluru_WH03,Chennai,Jaipur,Blue Dart,Bike,38.09,1918,3989.48,Delivered
SHP004506,ORD104506,2026-07-05,Chennai_WH05,Delhi,Chennai,Ecom Express,Mini Truck,25.54,220,782.48,Delivered
SHP004507,ORD104507,2026-07-05,Chennai_WH05,Mumbai,Pune,Ecom Express,Mini Truck,47.85,1751,3806.0,Delivered
SHP004508,ORD104508,2026-07-05,Chennai_WH05,Lucknow,Mumbai,FedEx,Truck,24.46,2002,3977.12,Delivered
SHP004509,ORD104509,2026-07-05,Mumbai_WH02,Delhi,Ahmedabad,Blue Dart,Truck,11.83,1895,3632.96,Delivered
SHP004510,ORD104510,2026-07-05,Hyderabad_WH04,Kolkata,Lucknow,DHL,Bike,24.02,472,1217.84,Delivered
SHP004511,ORD104511,2026-07-05,Mumbai_WH02,Hyderabad,Delhi,Ecom Express,Mini Truck,24.44,836,1878.08,Delivered
SHP004512,ORD104512,2026-07-05,Delhi_WH01,Pune,Chennai,DHL,Truck,14.53,97,428.96,Delivered
SHP004513,ORD104513,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,FedEx,Mini Truck,29.51,1302,2777.72,In Transit
SHP004514,ORD104514,2026-07-05,Hyderabad_WH04,Kolkata,Pune,DHL,Bike,20.33,2184,4255.16,Delivered
SHP004515,ORD104515,2026-07-05,Chennai_WH05,Pune,Lucknow,FedEx,Van,27.75,1438,3001.4,Delivered
SHP004516,ORD104516,2026-07-05,Mumbai_WH02,Delhi,Hyderabad,FedEx,Truck,46.07,1542,3408.44,Delivered
SHP004517,ORD104517,2026-07-05,Mumbai_WH02,Hyderabad,Mumbai,Ecom Express,Van,29.36,2218,4424.72,In Transit
SHP004518,ORD104518,2026-07-05,Mumbai_WH02,Hyderabad,Ahmedabad,Ecom Express,Truck,30.57,1928,3917.24,Returned
SHP004519,ORD104519,2026-07-05,Hyderabad_WH04,Kolkata,Bengaluru,DHL,Mini Truck,33.66,1379,2966.12,Delivered
SHP004520,ORD104520,2026-07-05,Hyderabad_WH04,Bengaluru,Kolkata,Delhivery,Bike,1.76,1630,3035.12,Delivered
SHP004521,ORD104521,2026-07-05,Mumbai_WH02,Ahmedabad,Lucknow,Delhivery,Bike,45.75,580,1673.0,Delivered
SHP004522,ORD104522,2026-07-05,Chennai_WH05,Lucknow,Hyderabad,DHL,Bike,1.28,1091,2059.16,Delivered
SHP004523,ORD104523,2026-07-05,Bengaluru_WH03,Mumbai,Delhi,DHL,Van,37.37,1036,2393.24,Delivered
SHP004524,ORD104524,2026-07-05,Bengaluru_WH03,Mumbai,Bengaluru,Delhivery,Bike,40.98,873,2143.16,Delivered
SHP004525,ORD104525,2026-07-05,Delhi_WH01,Kolkata,Ahmedabad,FedEx,Van,34.18,2273,4581.56,Delivered
SHP004526,ORD104526,2026-07-05,Mumbai_WH02,Delhi,Jaipur,Ecom Express,Mini Truck,21.68,1272,2629.76,In Transit
SHP004527,ORD104527,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,Delhivery,Van,18.35,1479,2962.4,In Transit
SHP004528,ORD104528,2026-07-05,Mumbai_WH02,Pune,Ahmedabad,Delhivery,Van,22.69,1484,3023.48,Delivered
SHP004529,ORD104529,2026-07-05,Chennai_WH05,Kolkata,Delhi,FedEx,Bike,41.61,799,2017.52,Delivered
SHP004530,ORD104530,2026-07-05,Chennai_WH05,Mumbai,Hyderabad,FedEx,Van,33.78,1042,2360.96,Delivered
SHP004531,ORD104531,2026-07-05,Chennai_WH05,Mumbai,Chennai,Delhivery,Truck,44.06,2225,4613.72,Delivered
SHP004532,ORD104532,2026-07-05,Delhi_WH01,Jaipur,Ahmedabad,Ecom Express,Bike,0.77,132,326.84,In Transit
SHP004533,ORD104533,2026-07-05,Delhi_WH01,Jaipur,Pune,Delhivery,Truck,24.62,1782,3583.04,Delivered
SHP004534,ORD104534,2026-07-05,Chennai_WH05,Kolkata,Hyderabad,Ecom Express,Van,9.98,2069,3923.96,Delivered
SHP004535,ORD104535,2026-07-05,Hyderabad_WH04,Delhi,Pune,Blue Dart,Bike,28.25,1076,2355.8,Delivered
SHP004536,ORD104536,2026-07-05,Bengaluru_WH03,Delhi,Jaipur,Ecom Express,Bike,10.21,2172,4112.12,Delivered
SHP004537,ORD104537,2026-07-05,Delhi_WH01,Ahmedabad,Delhi,Ecom Express,Bike,2.01,1916,3552.92,Delivered
SHP004538,ORD104538,2026-07-05,Delhi_WH01,Pune,Mumbai,Blue Dart,Van,18.01,482,1163.72,Delivered
SHP004539,ORD104539,2026-07-05,Delhi_WH01,Hyderabad,Jaipur,Delhivery,Truck,24.52,66,493.04,Delivered
SHP004540,ORD104540,2026-07-05,Mumbai_WH02,Delhi,Lucknow,Delhivery,Mini Truck,3.35,1374,2593.4,In Transit
SHP004541,ORD104541,2026-07-05,Chennai_WH05,Hyderabad,Kolkata,DHL,Van,9.98,1207,2372.36,Delayed
SHP004542,ORD104542,2026-07-05,Bengaluru_WH03,Delhi,Pune,Blue Dart,Truck,43.97,1200,2767.64,In Transit
SHP004543,ORD104543,2026-07-05,Chennai_WH05,Chennai,Mumbai,Ecom Express,Mini Truck,46.71,1051,2532.32,In Transit
SHP004544,ORD104544,2026-07-05,Chennai_WH05,Pune,Bengaluru,FedEx,Truck,47.43,1098,2625.56,Delivered
SHP004545,ORD104545,2026-07-05,Mumbai_WH02,Bengaluru,Hyderabad,Blue Dart,Van,11.43,1459,2843.36,Delivered
SHP004546,ORD104546,2026-07-05,Bengaluru_WH03,Pune,Chennai,DHL,Van,16.46,403,1002.92,Delivered
SHP004547,ORD104547,2026-07-05,Mumbai_WH02,Bengaluru,Pune,Delhivery,Mini Truck,35.64,1588,3366.08,Delivered
SHP004548,ORD104548,2026-07-05,Delhi_WH01,Bengaluru,Jaipur,Blue Dart,Van,2.13,605,1194.56,Delivered
SHP004549,ORD104549,2026-07-05,Mumbai_WH02,Kolkata,Chennai,Ecom Express,Mini Truck,44.69,953,2331.68,Delivered
SHP004550,ORD104550,2026-07-05,Bengaluru_WH03,Kolkata,Bengaluru,Blue Dart,Mini Truck,40.98,788,1990.16,Delivered
SHP004551,ORD104551,2026-07-05,Mumbai_WH02,Bengaluru,Mumbai,Delhivery,Van,4.3,2325,4316.6,Delivered
SHP004552,ORD104552,2026-07-05,Chennai_WH05,Kolkata,Chennai,Ecom Express,Bike,28.62,1816,3692.24,Delivered
SHP004553,ORD104553,2026-07-05,Mumbai_WH02,Delhi,Hyderabad,Delhivery,Van,47.83,2090,4415.96,Delivered
SHP004554,ORD104554,2026-07-05,Chennai_WH05,Delhi,Pune,Delhivery,Truck,8.5,595,1253.0,Delivered
SHP004555,ORD104555,2026-07-05,Hyderabad_WH04,Lucknow,Bengaluru,Delhivery,Bike,22.77,1013,2176.64,Delivered
SHP004556,ORD104556,2026-07-05,Mumbai_WH02,Delhi,Bengaluru,DHL,Bike,49.54,739,2004.68,Delivered
SHP004557,ORD104557,2026-07-05,Delhi_WH01,Lucknow,Mumbai,Blue Dart,Truck,15.97,1893,3679.04,Delivered
SHP004558,ORD104558,2026-07-05,Bengaluru_WH03,Ahmedabad,Pune,DHL,Bike,0.96,2120,3907.52,Delivered
SHP004559,ORD104559,2026-07-05,Chennai_WH05,Chennai,Jaipur,Delhivery,Bike,17.25,2215,4274.0,Delivered
SHP004560,ORD104560,2026-07-05,Chennai_WH05,Lucknow,Jaipur,Blue Dart,Van,25.28,2294,4512.56,Delivered
SHP004561,ORD104561,2026-07-05,Delhi_WH01,Chennai,Delhi,FedEx,Truck,26.6,2292,4524.8,Delivered
SHP004562,ORD104562,2026-07-05,Mumbai_WH02,Ahmedabad,Hyderabad,DHL,Van,34.33,989,2272.16,Delivered
SHP004563,ORD104563,2026-07-05,Mumbai_WH02,Jaipur,Bengaluru,DHL,Bike,35.11,793,1928.72,Delivered
SHP004564,ORD104564,2026-07-05,Hyderabad_WH04,Pune,Delhi,FedEx,Mini Truck,9.5,2078,3934.4,Delivered
SHP004565,ORD104565,2026-07-05,Chennai_WH05,Bengaluru,Mumbai,FedEx,Van,19.67,1685,3349.04,Delivered
SHP004566,ORD104566,2026-07-05,Delhi_WH01,Jaipur,Hyderabad,Blue Dart,Mini Truck,27.66,1520,3147.92,Delivered
SHP004567,ORD104567,2026-07-05,Bengaluru_WH03,Bengaluru,Chennai,Ecom Express,Van,26.73,1610,3298.76,Delivered
SHP004568,ORD104568,2026-07-05,Mumbai_WH02,Chennai,Pune,Blue Dart,Bike,25.22,1808,3637.04,Delivered
SHP004569,ORD104569,2026-07-05,Chennai_WH05,Bengaluru,Pune,FedEx,Mini Truck,44.82,1432,3195.44,Delivered
SHP004570,ORD104570,2026-07-05,Delhi_WH01,Mumbai,Jaipur,DHL,Bike,27.55,1295,2741.6,Cancelled
SHP004571,ORD104571,2026-07-05,Bengaluru_WH03,Hyderabad,Jaipur,Ecom Express,Bike,16.22,144,533.84,Delivered
SHP004572,ORD104572,2026-07-05,Bengaluru_WH03,Chennai,Pune,Ecom Express,Van,12.69,2493,4719.68,Delivered
SHP004573,ORD104573,2026-07-05,Hyderabad_WH04,Bengaluru,Delhi,DHL,Truck,28.76,2196,4377.92,In Transit
SHP004574,ORD104574,2026-07-05,Bengaluru_WH03,Lucknow,Hyderabad,DHL,Truck,3.29,1373,2590.88,Delivered
SHP004575,ORD104575,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,Ecom Express,Mini Truck,18.0,2121,4113.8,Delivered
SHP004576,ORD104576,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,FedEx,Bike,15.78,1696,3322.16,Delivered
SHP004577,ORD104577,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Blue Dart,Truck,12.57,1793,3458.24,Delivered
SHP004578,ORD104578,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,Ecom Express,Bike,1.02,366,751.04,Delivered
SHP004579,ORD104579,2026-07-05,Mumbai_WH02,Mumbai,Jaipur,DHL,Van,4.24,2312,4292.48,Delayed
SHP004580,ORD104580,2026-07-05,Bengaluru_WH03,Mumbai,Lucknow,FedEx,Mini Truck,26.43,1345,2818.16,Delivered
SHP004581,ORD104581,2026-07-05,Delhi_WH01,Pune,Kolkata,FedEx,Truck,29.63,1065,2352.56,Delivered
SHP004582,ORD104582,2026-07-05,Chennai_WH05,Bengaluru,Kolkata,DHL,Bike,32.45,1307,2822.0,Delivered
SHP004583,ORD104583,2026-07-05,Mumbai_WH02,Kolkata,Lucknow,Delhivery,Bike,23.87,1085,2319.44,In Transit
SHP004584,ORD104584,2026-07-05,Mumbai_WH02,Chennai,Lucknow,DHL,Bike,16.75,1245,2522.0,In Transit
SHP004585,ORD104585,2026-07-05,Mumbai_WH02,Kolkata,Jaipur,DHL,Bike,9.38,1533,2951.96,Returned
SHP004586,ORD104586,2026-07-05,Delhi_WH01,Lucknow,Mumbai,FedEx,Truck,27.03,95,575.36,Delivered
SHP004587,ORD104587,2026-07-05,Chennai_WH05,Mumbai,Ahmedabad,DHL,Bike,27.0,1525,3149.0,Delivered
SHP004588,ORD104588,2026-07-05,Delhi_WH01,Ahmedabad,Lucknow,Delhivery,Van,20.77,1429,2901.44,Delivered
SHP004589,ORD104589,2026-07-05,Hyderabad_WH04,Ahmedabad,Bengaluru,Delhivery,Truck,15.88,944,1969.76,Delivered
SHP004590,ORD104590,2026-07-05,Chennai_WH05,Pune,Ahmedabad,FedEx,Mini Truck,5.29,1321,2521.28,Delivered
SHP004591,ORD104591,2026-07-05,Mumbai_WH02,Delhi,Pune,FedEx,Van,21.86,1966,3881.12,Delivered
SHP004592,ORD104592,2026-07-05,Chennai_WH05,Ahmedabad,Delhi,Ecom Express,Mini Truck,5.62,1373,2618.84,Delivered
SHP004593,ORD104593,2026-07-05,Bengaluru_WH03,Chennai,Jaipur,FedEx,Mini Truck,33.89,589,1546.88,Delivered
SHP004594,ORD104594,2026-07-05,Bengaluru_WH03,Jaipur,Pune,DHL,Bike,5.34,2091,3907.88,Delivered
SHP004595,ORD104595,2026-07-05,Chennai_WH05,Bengaluru,Jaipur,FedEx,Truck,7.57,548,1157.24,Delivered
SHP004596,ORD104596,2026-07-05,Bengaluru_WH03,Lucknow,Bengaluru,DHL,Truck,29.31,1761,3601.52,In Transit
SHP004597,ORD104597,2026-07-05,Chennai_WH05,Pune,Hyderabad,FedEx,Van,35.15,910,2139.8,Delivered
SHP004598,ORD104598,2026-07-05,Hyderabad_WH04,Mumbai,Ahmedabad,FedEx,Van,18.37,1440,2892.44,Delivered
SHP004599,ORD104599,2026-07-05,Mumbai_WH02,Jaipur,Delhi,FedEx,Mini Truck,19.4,1554,3110.0,In Transit
SHP004600,ORD104600,2026-07-05,Hyderabad_WH04,Delhi,Kolkata,DHL,Mini Truck,17.11,2326,4472.12,Delivered
SHP004601,ORD104601,2026-07-05,Bengaluru_WH03,Pune,Lucknow,Ecom Express,Mini Truck,42.43,688,1827.56,Delivered
SHP004602,ORD104602,2026-07-05,Mumbai_WH02,Jaipur,Ahmedabad,Ecom Express,Van,46.71,1696,3693.32,Delivered
SHP004603,ORD104603,2026-07-05,Hyderabad_WH04,Lucknow,Delhi,Delhivery,Bike,46.25,678,1855.4,Delivered
SHP004604,ORD104604,2026-07-05,Bengaluru_WH03,Hyderabad,Pune,Blue Dart,Truck,24.04,1912,3810.08,Delivered
SHP004605,ORD104605,2026-07-05,Delhi_WH01,Hyderabad,Ahmedabad,Ecom Express,Van,19.8,493,1205.0,Delivered
SHP004606,ORD104606,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,Blue Dart,Truck,33.94,366,1146.08,In Transit
SHP004607,ORD104607,2026-07-05,Bengaluru_WH03,Jaipur,Hyderabad,Ecom Express,Truck,13.42,1491,2924.84,Delivered
SHP004608,ORD104608,2026-07-05,Mumbai_WH02,Delhi,Lucknow,DHL,Bike,23.85,907,1998.8,Delivered
SHP004609,ORD104609,2026-07-05,Delhi_WH01,Kolkata,Lucknow,FedEx,Van,42.99,1192,2741.48,Delivered
SHP004610,ORD104610,2026-07-05,Delhi_WH01,Pune,Delhi,FedEx,Bike,23.31,931,2035.52,In Transit
SHP004611,ORD104611,2026-07-05,Delhi_WH01,Ahmedabad,Kolkata,Blue Dart,Mini Truck,14.77,1796,3490.04,Delivered
SHP004612,ORD104612,2026-07-05,Chennai_WH05,Hyderabad,Chennai,FedEx,Mini Truck,37.62,496,1424.24,Delivered
SHP004613,ORD104613,2026-07-05,Chennai_WH05,Jaipur,Chennai,Blue Dart,Truck,20.02,654,1497.44,Delayed
SHP004614,ORD104614,2026-07-05,Delhi_WH01,Hyderabad,Ahmedabad,Ecom Express,Van,29.25,1244,2670.2,Delivered
SHP004615,ORD104615,2026-07-05,Bengaluru_WH03,Jaipur,Chennai,Delhivery,Truck,33.74,2130,4318.88,Delivered
